Experiment;Condition;Run;Sequence;Total;Application
exp1i;control-defaultactionselection;4;9;15530;11343
exp1i;control-defaultactionselection;4;5;14636;10488
exp1i;control-defaultactionselection;4;3;14356;10221
exp1i;control-defaultactionselection;4;7;15321;11140
exp1i;experimental;14;0;11903;7822
exp1i;experimental;14;5;15295;10882
exp1i;experimental;14;7;15664;11251
exp1i;experimental;14;6;15468;11055
exp1i;experimental;14;4;15290;10877
exp1i;experimental;14;8;15681;11265
exp1i;experimental;14;2;14343;9963
exp1i;experimental;14;1;13459;9079
exp1i;experimental;14;3;14983;10583
exp1i;control-defaultactionselection;20;7;1877;1146
exp1i;control-defaultactionselection;20;4;1871;1146
exp1i;control-defaultactionselection;20;5;6568;2962
exp1i;control-defaultactionselection;20;6;1954;1208
exp1i;control-defaultactionselection;20;8;1877;1196
exp1i;control-defaultactionselection;20;2;13148;9251
exp1i;control-defaultactionselection;20;3;1950;1209
exp1i;control-defaultactionselection;20;9;1960;1213
exp1i;control-defaultactionselection;20;1;12905;9046
exp1i;control-defaultactionselection;20;0;1936;1204
exp1i;experimental;6;1;13502;9406
exp1i;experimental;6;2;13624;9528
exp1i;experimental;6;6;14857;10637
exp1i;experimental;6;3;13827;9731
exp1i;experimental;6;4;14323;10227
exp1i;experimental;6;7;15552;11324
exp1i;experimental;6;9;15564;11336
exp1i;experimental;6;5;14857;10637
exp1i;experimental;6;0;12724;8646
exp1i;experimental;6;8;15562;11334
exp1i;experimental;91;7;17248;13013
exp1i;experimental;91;1;12328;8387
exp1i;experimental;91;9;17402;13167
exp1i;experimental;91;5;17231;13007
exp1i;experimental;91;2;16321;12259
exp1i;experimental;91;8;17248;13013
exp1i;experimental;91;6;17231;13007
exp1i;experimental;91;3;16784;12560
exp1i;experimental;91;0;12167;8240
exp1i;experimental;91;4;16970;12746
exp1i;experimental;31;5;15049;10811
exp1i;experimental;31;9;21043;16792
exp1i;experimental;31;8;21043;16792
exp1i;experimental;31;4;13639;9526
exp1i;experimental;31;0;11299;7346
exp1i;experimental;31;1;13307;9226
exp1i;experimental;31;6;15815;11577
exp1i;experimental;31;2;13382;9287
exp1i;experimental;31;7;15920;11682
exp1i;experimental;31;3;13563;9450
exp1i;experimental;22;8;15197;10797
exp1i;experimental;22;9;15197;10797
exp1i;experimental;22;3;14527;10243
exp1i;experimental;22;5;14810;10516
exp1i;experimental;22;2;14132;9856
exp1i;experimental;22;1;12446;8276
exp1i;experimental;22;6;14810;10516
exp1i;experimental;22;7;15197;10797
exp1i;experimental;22;0;7715;3934
exp1i;experimental;22;4;14633;10343
exp1i;control-customactionselection;55;3;14019;9791
exp1i;control-customactionselection;55;7;14979;10723
exp1i;control-customactionselection;55;5;14190;9962
exp1i;control-customactionselection;55;6;14840;10584
exp1i;control-customactionselection;55;9;14979;10723
exp1i;control-customactionselection;55;0;11597;7611
exp1i;control-customactionselection;55;1;12828;8705
exp1i;control-customactionselection;55;4;14190;9962
exp1i;control-customactionselection;55;8;14979;10723
exp1i;control-customactionselection;55;2;13876;9648
exp1i;control-customactionselection;34;8;14951;10718
exp1i;control-customactionselection;34;1;12503;8402
exp1i;control-customactionselection;34;5;14680;10456
exp1i;control-customactionselection;34;6;14680;10456
exp1i;control-customactionselection;34;2;12718;8603
exp1i;control-customactionselection;34;7;14680;10456
exp1i;control-customactionselection;34;4;14240;10016
exp1i;control-customactionselection;34;0;11423;7447
exp1i;control-customactionselection;34;9;14951;10718
exp1i;control-customactionselection;34;3;14240;10016
exp1i;control-customactionselection;42;9;14560;10334
exp1i;control-customactionselection;42;0;12167;8191
exp1i;control-customactionselection;42;4;14151;9925
exp1i;control-customactionselection;42;1;13255;9053
exp1i;control-customactionselection;42;7;14390;10164
exp1i;control-customactionselection;42;2;13700;9494
exp1i;control-customactionselection;42;3;14075;9863
exp1i;control-customactionselection;42;5;14251;10025
exp1i;control-customactionselection;42;6;14390;10164
exp1i;control-customactionselection;42;8;14528;10302
exp1i;control-customactionselection;35;7;14469;10233
exp1i;control-customactionselection;35;5;14334;10098
exp1i;control-customactionselection;35;0;11162;7187
exp1i;control-customactionselection;35;9;15123;10865
exp1i;control-customactionselection;35;8;14469;10233
exp1i;control-customactionselection;35;1;12452;8366
exp1i;control-customactionselection;35;6;14469;10233
exp1i;control-customactionselection;35;3;13527;9427
exp1i;control-customactionselection;35;2;13421;9329
exp1i;control-customactionselection;35;4;13715;9615
exp1i;experimental;11;2;14053;9877
exp1i;experimental;11;1;12795;8668
exp1i;experimental;11;5;16245;11953
exp1i;experimental;11;3;15733;11441
exp1i;experimental;11;0;12199;8078
exp1i;experimental;11;6;16565;12116
exp1i;experimental;11;4;16238;11946
exp1i;control-customactionselection;23;5;13346;9216
exp1i;control-customactionselection;23;3;13251;9125
exp1i;control-customactionselection;23;7;14320;10085
exp1i;control-customactionselection;23;1;13171;9060
exp1i;control-customactionselection;23;8;14815;10557
exp1i;control-customactionselection;23;0;12126;8015
exp1i;control-customactionselection;23;2;13247;9122
exp1i;control-customactionselection;23;6;14320;10085
exp1i;control-customactionselection;23;9;14815;10557
exp1i;control-customactionselection;23;4;13300;9174
exp1i;experimental;37;2;14721;10333
exp1i;experimental;37;1;14217;9953
exp1i;experimental;37;6;15059;10652
exp1i;experimental;37;4;14998;10596
exp1i;experimental;37;7;15174;10758
exp1i;experimental;37;8;15174;10758
exp1i;experimental;37;3;14820;10418
exp1i;experimental;37;5;15002;10596
exp1i;experimental;37;0;12650;8489
exp1i;experimental;37;9;15174;10758
exp1i;control-customactionselection;32;0;11736;7756
exp1i;control-customactionselection;32;4;14467;10240
exp1i;control-customactionselection;32;1;12306;8322
exp1i;control-customactionselection;32;8;14550;10309
exp1i;control-customactionselection;32;2;13778;9566
exp1i;control-customactionselection;32;7;14550;10309
exp1i;control-customactionselection;32;5;14467;10240
exp1i;control-customactionselection;32;9;14650;10408
exp1i;control-customactionselection;32;3;13985;9764
exp1i;control-customactionselection;32;6;14542;10301
exp1i;control-customactionselection;28;5;11129;7191
exp1i;control-customactionselection;28;9;1930;1197
exp1i;control-customactionselection;28;3;9464;5699
exp1i;control-customactionselection;28;4;1871;1146
exp1i;control-customactionselection;28;7;1930;1197
exp1i;control-customactionselection;28;0;1894;1150
exp1i;control-customactionselection;28;6;1884;1153
exp1i;control-customactionselection;28;2;1877;1146
exp1i;control-customactionselection;28;1;11081;7276
exp1i;experimental;53;6;14051;9795
exp1i;experimental;53;5;14012;9756
exp1i;experimental;53;9;16037;11581
exp1i;experimental;53;7;15000;10721
exp1i;experimental;53;3;13461;9235
exp1i;experimental;53;4;13952;9702
exp1i;experimental;53;2;13461;9235
exp1i;experimental;53;1;11799;7688
exp1i;experimental;53;8;15233;10954
exp1i;experimental;53;0;10671;6669
exp1i;control-defaultactionselection;48;7;1877;1146
exp1i;control-defaultactionselection;48;8;1948;1207
exp1i;control-defaultactionselection;48;9;1920;1192
exp1i;control-defaultactionselection;48;1;1920;1192
exp1i;control-defaultactionselection;48;3;10388;6454
exp1i;control-defaultactionselection;48;6;1955;1209
exp1i;control-defaultactionselection;48;5;1885;1147
exp1i;control-defaultactionselection;48;0;1942;1196
exp1i;control-defaultactionselection;48;4;11374;7440
exp1i;control-defaultactionselection;48;2;10365;6441
exp1i;control-customactionselection;54;7;14339;10111
exp1i;control-customactionselection;54;4;13506;9282
exp1i;control-customactionselection;54;6;14339;10111
exp1i;control-customactionselection;54;5;13866;9638
exp1i;control-customactionselection;54;9;11322;7348
exp1i;control-customactionselection;54;1;11743;7632
exp1i;control-customactionselection;54;3;13395;9179
exp1i;control-customactionselection;54;0;8360;4579
exp1i;control-customactionselection;54;2;12989;8773
exp1i;control-defaultactionselection;25;2;15354;11182
exp1i;control-defaultactionselection;25;5;15722;11550
exp1i;control-defaultactionselection;25;9;16241;12054
exp1i;control-defaultactionselection;25;4;15594;11422
exp1i;control-defaultactionselection;25;7;16071;11899
exp1i;control-defaultactionselection;25;6;16071;11899
exp1i;control-defaultactionselection;25;1;14085;9920
exp1i;control-defaultactionselection;25;3;15439;11267
exp1i;control-defaultactionselection;25;8;16071;11899
exp1i;control-defaultactionselection;25;0;13746;9592
