Experiment;Condition;Run;Sequence;Result
exp1i;control-customactionselection;25;3;0
exp1i;control-customactionselection;25;4;0
exp1i;control-customactionselection;25;5;0
exp1i;control-customactionselection;25;6;0
exp1i;control-customactionselection;25;7;0
exp1i;control-customactionselection;25;8;0
exp1i;control-customactionselection;25;9;0
exp1i;control-customactionselection;25;10;0
exp1i;plain;15;1;0
exp1i;plain;15;2;0
exp1i;plain;15;3;0
exp1i;plain;15;4;0
exp1i;plain;15;5;0
exp1i;plain;15;6;0
exp1i;plain;15;7;0
exp1i;plain;15;8;0
exp1i;plain;15;9;0
exp1i;plain;15;10;0
exp1i;plain;9;1;0
exp1i;plain;9;2;0
exp1i;plain;9;3;0
exp1i;plain;9;4;0
exp1i;plain;9;5;0
exp1i;plain;9;6;0
exp1i;plain;9;7;0
exp1i;plain;9;8;0
exp1i;plain;9;9;0
exp1i;plain;9;10;0
exp1i;control-customactionselection;38;1;0
exp1i;control-customactionselection;38;2;0
exp1i;control-customactionselection;38;3;0
exp1i;control-customactionselection;38;4;0
exp1i;control-customactionselection;38;5;0
exp1i;control-customactionselection;38;6;0
exp1i;control-customactionselection;38;7;0
exp1i;control-customactionselection;38;8;0
exp1i;control-customactionselection;38;9;0
exp1i;control-customactionselection;38;10;0
exp1i;experimental;33;1;0
exp1i;experimental;33;2;0
exp1i;experimental;33;3;0
exp1i;experimental;33;4;0
exp1i;experimental;33;5;0
exp1i;experimental;33;6;0
exp1i;experimental;33;7;0
exp1i;experimental;33;8;0
exp1i;experimental;33;9;0
exp1i;experimental;33;10;0
exp1i;experimental;45;1;0
exp1i;experimental;45;2;0
exp1i;experimental;45;3;0
exp1i;experimental;45;4;0
exp1i;experimental;45;5;0
exp1i;experimental;45;6;0
exp1i;experimental;45;7;0
exp1i;experimental;45;8;0
exp1i;experimental;45;9;0
exp1i;experimental;45;10;0
exp1i;control-defaultactionselection;4;1;0
exp1i;control-defaultactionselection;4;2;0
exp1i;control-defaultactionselection;4;3;0
exp1i;control-defaultactionselection;4;4;0
exp1i;control-defaultactionselection;4;5;0
exp1i;control-defaultactionselection;4;6;0
exp1i;control-defaultactionselection;4;7;0
exp1i;control-defaultactionselection;4;8;0
exp1i;control-defaultactionselection;4;9;0
exp1i;control-defaultactionselection;4;10;0
exp1i;plain;8;1;0
exp1i;plain;8;2;0
exp1i;plain;8;3;0
exp1i;plain;8;4;0
exp1i;plain;8;5;0
exp1i;plain;8;6;0
exp1i;plain;8;7;0
exp1i;plain;8;8;0
exp1i;plain;8;9;0
exp1i;plain;8;10;0
exp1i;experimental;14;1;0
exp1i;experimental;14;2;0
exp1i;experimental;14;3;0
exp1i;experimental;14;4;0
exp1i;experimental;14;5;0
exp1i;experimental;14;6;0
exp1i;experimental;14;7;0
exp1i;experimental;14;8;0
exp1i;experimental;14;9;0
exp1i;experimental;14;10;1
exp1i;control-defaultactionselection;20;1;0
exp1i;control-defaultactionselection;20;2;0
exp1i;control-defaultactionselection;20;3;0
exp1i;control-defaultactionselection;20;4;0
exp1i;control-defaultactionselection;20;5;0
exp1i;control-defaultactionselection;20;6;0
exp1i;control-defaultactionselection;20;7;0
exp1i;control-defaultactionselection;20;8;0
exp1i;control-defaultactionselection;20;9;0
exp1i;control-defaultactionselection;20;10;0
exp1i;experimental;6;1;0
exp1i;experimental;6;2;0
exp1i;experimental;6;3;0
exp1i;experimental;6;4;0
exp1i;experimental;6;5;0
exp1i;experimental;6;6;0
exp1i;experimental;6;7;0
exp1i;experimental;6;8;0
exp1i;experimental;6;9;0
exp1i;experimental;6;10;0
exp1i;experimental;91;1;0
exp1i;experimental;91;2;0
exp1i;experimental;91;3;0
exp1i;experimental;91;4;0
exp1i;experimental;91;5;0
exp1i;experimental;91;6;0
exp1i;experimental;91;7;0
exp1i;experimental;91;8;0
exp1i;experimental;91;9;0
exp1i;experimental;91;10;0
exp1i;experimental;31;1;0
exp1i;experimental;31;2;0
exp1i;experimental;31;3;0
exp1i;experimental;31;4;0
exp1i;experimental;31;5;0
exp1i;experimental;31;6;0
exp1i;experimental;31;7;0
exp1i;experimental;31;8;0
exp1i;experimental;31;9;0
exp1i;experimental;31;10;0
exp1i;experimental;22;1;0
exp1i;experimental;22;2;0
exp1i;experimental;22;3;0
exp1i;experimental;22;4;0
exp1i;experimental;22;5;0
exp1i;experimental;22;6;0
exp1i;experimental;22;7;0
exp1i;experimental;22;8;0
exp1i;experimental;22;9;0
exp1i;experimental;22;10;0
exp1i;control-customactionselection;55;1;0
exp1i;control-customactionselection;55;2;0
exp1i;control-customactionselection;55;3;0
exp1i;control-customactionselection;55;4;0
exp1i;control-customactionselection;55;5;0
exp1i;control-customactionselection;55;6;0
exp1i;control-customactionselection;55;7;0
exp1i;control-customactionselection;55;8;0
exp1i;control-customactionselection;55;9;0
exp1i;control-customactionselection;55;10;0
exp1i;control-customactionselection;34;1;0
exp1i;control-customactionselection;34;2;0
exp1i;control-customactionselection;34;3;0
exp1i;control-customactionselection;34;4;0
exp1i;control-customactionselection;34;5;0
exp1i;control-customactionselection;34;6;0
exp1i;control-customactionselection;34;7;0
exp1i;control-customactionselection;34;8;0
exp1i;control-customactionselection;34;9;0
exp1i;control-customactionselection;34;10;0
exp1i;control-customactionselection;42;1;0
exp1i;control-customactionselection;42;2;0
exp1i;control-customactionselection;42;3;0
exp1i;control-customactionselection;42;4;0
exp1i;control-customactionselection;42;5;0
exp1i;control-customactionselection;42;6;0
exp1i;control-customactionselection;42;7;0
exp1i;control-customactionselection;42;8;0
exp1i;control-customactionselection;42;9;0
exp1i;control-customactionselection;42;10;0
exp1i;control-customactionselection;35;1;0
exp1i;control-customactionselection;35;2;0
exp1i;control-customactionselection;35;3;0
exp1i;control-customactionselection;35;4;0
exp1i;control-customactionselection;35;5;0
exp1i;control-customactionselection;35;6;0
exp1i;control-customactionselection;35;7;0
exp1i;control-customactionselection;35;8;0
exp1i;control-customactionselection;35;9;0
exp1i;control-customactionselection;35;10;0
exp1i;experimental;11;1;0
exp1i;experimental;11;2;0
exp1i;experimental;11;3;0
exp1i;experimental;11;4;0
exp1i;experimental;11;5;0
exp1i;experimental;11;6;1
exp1i;experimental;11;7;1
exp1i;control-customactionselection;23;1;0
exp1i;control-customactionselection;23;2;0
exp1i;control-customactionselection;23;3;0
exp1i;control-customactionselection;23;4;0
exp1i;control-customactionselection;23;5;0
exp1i;control-customactionselection;23;6;0
exp1i;control-customactionselection;23;7;0
exp1i;control-customactionselection;23;8;0
exp1i;control-customactionselection;23;9;0
exp1i;control-customactionselection;23;10;0
exp1i;experimental;37;1;0
exp1i;experimental;37;2;0
exp1i;experimental;37;3;0
exp1i;experimental;37;4;0
exp1i;experimental;37;5;0
exp1i;experimental;37;6;0
exp1i;experimental;37;7;0
exp1i;experimental;37;8;0
exp1i;experimental;37;9;0
exp1i;experimental;37;10;0
exp1i;control-customactionselection;32;1;0
exp1i;control-customactionselection;32;2;0
exp1i;control-customactionselection;32;3;0
exp1i;control-customactionselection;32;4;0
exp1i;control-customactionselection;32;5;0
exp1i;control-customactionselection;32;6;0
exp1i;control-customactionselection;32;7;0
exp1i;control-customactionselection;32;8;0
exp1i;control-customactionselection;32;9;0
exp1i;control-customactionselection;32;10;0
exp1i;control-customactionselection;28;1;0
exp1i;control-customactionselection;28;2;0
exp1i;control-customactionselection;28;3;0
exp1i;control-customactionselection;28;4;0
exp1i;control-customactionselection;28;5;0
exp1i;control-customactionselection;28;6;0
exp1i;control-customactionselection;28;7;1
exp1i;control-customactionselection;28;8;1
exp1i;control-customactionselection;28;9;1
exp1i;control-customactionselection;28;10;1
exp1i;plain;27;1;0
exp1i;plain;27;2;0
exp1i;plain;27;3;0
exp1i;plain;27;4;0
exp1i;plain;27;5;0
exp1i;plain;27;6;0
exp1i;plain;27;7;0
exp1i;plain;27;8;0
exp1i;plain;27;9;0
exp1i;plain;27;10;0
exp1i;plain;5;1;0
exp1i;plain;5;2;0
exp1i;plain;5;3;0
exp1i;plain;5;4;0
exp1i;plain;5;5;0
exp1i;plain;5;6;0
exp1i;plain;5;7;0
exp1i;plain;5;8;0
exp1i;plain;5;9;0
exp1i;plain;5;10;0
exp1i;experimental;53;1;0
exp1i;experimental;53;2;0
exp1i;experimental;53;3;0
exp1i;experimental;53;4;0
exp1i;experimental;53;5;0
exp1i;experimental;53;6;0
exp1i;experimental;53;7;0
exp1i;experimental;53;8;0
exp1i;experimental;53;9;0
exp1i;experimental;53;10;0
exp1i;plain;45;1;0
exp1i;plain;45;2;0
exp1i;plain;45;3;0
exp1i;plain;45;4;0
exp1i;plain;45;5;0
exp1i;plain;45;6;0
exp1i;plain;45;7;0
exp1i;plain;45;8;0
exp1i;plain;45;9;0
exp1i;plain;45;10;0
exp1i;plain;18;1;0
exp1i;plain;18;2;0
exp1i;plain;18;3;0
exp1i;plain;18;4;0
exp1i;plain;18;5;0
exp1i;plain;18;6;0
exp1i;plain;18;7;0
exp1i;plain;18;8;0
exp1i;plain;18;9;0
exp1i;plain;18;10;0
exp1i;plain;7;1;0
exp1i;plain;7;2;0
exp1i;plain;7;3;0
exp1i;plain;7;4;0
exp1i;plain;7;5;0
exp1i;plain;7;6;0
exp1i;plain;7;7;0
exp1i;plain;7;8;0
exp1i;plain;7;9;0
exp1i;plain;7;10;0
exp1i;plain;28;1;0
exp1i;plain;28;2;0
exp1i;plain;28;3;0
exp1i;plain;28;4;0
exp1i;plain;28;5;0
exp1i;plain;28;6;0
exp1i;plain;28;7;0
exp1i;plain;28;8;0
exp1i;plain;28;9;0
exp1i;plain;28;10;0
exp1i;control-defaultactionselection;48;1;0
exp1i;control-defaultactionselection;48;2;0
exp1i;control-defaultactionselection;48;3;0
exp1i;control-defaultactionselection;48;4;0
exp1i;control-defaultactionselection;48;5;0
exp1i;control-defaultactionselection;48;6;0
exp1i;control-defaultactionselection;48;7;0
exp1i;control-defaultactionselection;48;8;0
exp1i;control-defaultactionselection;48;9;0
exp1i;control-defaultactionselection;48;10;0
exp1i;control-customactionselection;54;1;0
exp1i;control-customactionselection;54;2;0
exp1i;control-customactionselection;54;3;0
exp1i;control-customactionselection;54;4;0
exp1i;control-customactionselection;54;5;0
exp1i;control-customactionselection;54;6;0
exp1i;control-customactionselection;54;7;0
exp1i;control-customactionselection;54;8;0
exp1i;control-customactionselection;54;9;1
exp1i;control-customactionselection;54;10;0
exp1i;control-defaultactionselection;25;1;0
exp1i;control-defaultactionselection;25;2;0
exp1i;control-defaultactionselection;25;3;0
exp1i;control-defaultactionselection;25;4;0
exp1i;control-defaultactionselection;25;5;0
exp1i;control-defaultactionselection;25;6;0
exp1i;control-defaultactionselection;25;7;0
exp1i;control-defaultactionselection;25;8;0
exp1i;control-defaultactionselection;25;9;0
exp1i;control-defaultactionselection;25;10;0
